"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 종로구청",서울특별시 종로구 종로65길 9-17,서울특별시 종로구 숭인동 178-83,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.575628,127.019556,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신6길 52,서울특별시 종로구 창신동 595-73,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.576498,127.011512,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로36길 9,서울특별시 종로구 종로5가 231-14,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.570464,127.003982,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 필운대로9가길 33-2,서울특별시 종로구 옥인동 47-451,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.582994,126.965788,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로10길 12,서울특별시 종로구 와룡동 21,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.576838,126.990928,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로19길 29,서울특별시 종로구 이화동 9-28,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.576586,127.006559,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로19가길 7-6,서울특별시 종로구 충신동 5-22,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.575675,127.005975,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 충신길 53,서울특별시 종로구 충신동 25-14,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.575179,127.0072488,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로23길 18-1,서울특별시 종로구 충신동 5-69,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.575392,127.006549,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로29길 10,서울특별시 종로구 종로6가 203-3,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.574112,127.007482,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 낙산성곽서길 5,서울특별시 종로구 종로6가 12-6,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.573102,127.007861,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로27길 5,서울특별시 종로구 충신동 25-56,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.574398,127.006831,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 성균관로3길 5,서울특별시 종로구 명륜3가 133,생활방범,4,200,360도전방면,30,2017-09,02-2148-4301,37.583611,126.997801,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜7길 36,서울특별시 종로구 명륜3가 1-907,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.590283,126.994835,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜7길 40,서울특별시 종로구 명륜3가 1-907,생활방범,1,200,360도전방면,30,2017-09,02-2148-4301,37.5902577,126.995073,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜3길 49-4,서울특별시 종로구 명륜3가 1-871,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.589744,126.992554,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜7길 14,서울특별시 종로구 명륜3가 1-984,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.590458,126.993872,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 329,서울특별시 종로구 평창동 437-6,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6134556,126.9781151,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창7길 29,서울특별시 종로구 평창동 445-2,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6165528,126.9756917,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 268,서울특별시 종로구 평창동 476-2,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6147147,126.974348,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 180-5,서울특별시 종로구 평창동 523-8,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.612555,126.968287,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창4길 38,서울특별시 종로구 평창동 564,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.611074,126.962719,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창26길 2,서울특별시 종로구 평창동 99-55,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.6104148,126.9742319,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창26길 2,서울특별시 종로구 평창동 99-55,생활방범,2,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.6104148,126.9742319,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창14길 35,서울특별시 종로구 평창동 131-8,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.6107946,126.9675169,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창14길 35,서울특별시 종로구 평창동 131-8,생활방범,3,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.6107946,126.9675169,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로14길 19,서울특별시 종로구 무악동 69-3,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5754922,126.9578126,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 23,서울특별시 종로구 평창동 296-19,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6063344,126.9635698,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로 246-2,서울특별시 종로구 무악동 45-47,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5744338,126.9582443,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로12길 23,서울특별시 종로구 무악동 46-82,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.573805,126.960502,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로12길 92-1,서울특별시 종로구 무악동 46-263,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.576465,126.961964,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로16길 13,서울특별시 종로구 무악동 63-6,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.576459,126.956638,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로2길 8,서울특별시 종로구 행촌동 1-146,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.572669,126.964226,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길 71,서울특별시 종로구 행촌동 1-78,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.572862,126.965167,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1다길 2,서울특별시 종로구 행촌동 171-112,생활방범,4,200,360도전방면,30,2013-12,02-2148-4301,37.5737506,126.9625347,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1길 12,서울특별시 종로구 행촌동 171-42,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.572896,126.962546,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1라길 30,서울특별시 종로구 행촌동 210-488,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5751794,126.9624265,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1나길 43,서울특별시 종로구 행촌동 210-67,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.575102,126.962929,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길 46,서울특별시 종로구 홍파동 2-3,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.5717861,126.9650111,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길 46,서울특별시 종로구 홍파동 2-3,생활방범,3,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.5717861,126.9650111,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로6길 32,서울특별시 종로구 혜화동 22-24,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.588087,127.001279,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로 2,서울특별시 종로구 혜화동 108-1,생활방범,4,200,360도전방면,30,2017-09,02-2148-4301,37.586045,127.000817,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동길 75,서울특별시 종로구 부암동 29-12,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.594173,126.968669,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동길 40,서울특별시 종로구 부암동 48-4,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.593933,126.966783,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동길 20-3,서울특별시 종로구 부암동 48-35,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.593207,126.966545,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로 143-10,서울특별시 종로구 부암동 265-5,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.592184,126.964362,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로3길 8,서울특별시 종로구 부암동 253,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.592278,126.965679,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로5나길 11,서울특별시 종로구 부암동 332-13,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.591527,126.964637,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인왕산로1길 66,서울특별시 종로구 행촌동 210-490,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.576073,126.962371,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 통일로12길 30-23,서울특별시 종로구 행촌동 210-678,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.573879,126.961071,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로12길 14-9,서울특별시 종로구 혜화동 13-10,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.589444,127.000588,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로1길 22-13,서울특별시 종로구 행촌동 171-94,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.573405,126.962951,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길 44-30,서울특별시 종로구 행촌동 1-46,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.572423,126.965298,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜3길 49-11,서울특별시 종로구 명륜3가 1-240,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.589542,126.992255,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜3길 41,서울특별시 종로구 명륜3가 1-236,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.589695,126.9928000,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 명륜9길 22,서울특별시 종로구 명륜3가 1-1005,생활방범,2,200,360도전방면,30,2017-09,02-2148-4301,37.591081,126.994025,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2011-11,02-2148-4301,37.5911687764,126.990122039,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.591208,126.989959,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5911687764,126.992858,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 와룡공원길 192,서울특별시 종로구 명륜3가 산2-14 (와룡공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.592161,126.996075,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.582144,126.963700,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.582513,126.963871,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 경교장길 5,서울특별시 종로구 교남동 7,생활방범,3,200,카메라 전면(고정),30,2011-12,02-2148-4301,37.567387,126.965804,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로11길 33,서울특별시 종로구 가회동 33-13,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.582327,126.983554,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 계동길 69,서울특별시 종로구 계동 79-7,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.580421,126.986747,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 계동4길 9,서울특별시 종로구 계동 29,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.582238,126.987387,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁1가길 26,서울특별시 종로구 원서동 135-108,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5803635,126.9884401,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁길 49,서울특별시 종로구 원서동 129-5,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5796169,126.9892684,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁길 146-1,서울특별시 종로구 원서동 4-11,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.583081,126.987789,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁길 118,서울특별시 종로구 원서동 46,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5825872,126.9893204,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁4길 3,서울특별시 종로구 원서동 86-16,생활방범,1,130,360도전방면,30,2012-02,02-2148-4301,37.5816256,126.9891318,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁4길 3,서울특별시 종로구 원서동 86-16,생활방범,2,200,카메라 전면(고정),30,2012-02,02-2148-4301,37.5816256,126.9891318,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 경교장길 5,서울특별시 종로구 교남동 7,생활방범,1,130,360도전방면,30,2011-12,02-2148-4301,37.567387,126.965804,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁3길 7,서울특별시 종로구 원서동 135-20,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5812477,126.988776,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창덕궁3나길 5,서울특별시 종로구 원서동 135-59,생활방범,1,200,카메라 전면(고정),30,2016-12,02-2148-4301,37.581507,126.988509,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 돈화문로9길 10-4,서울특별시 종로구 돈의동 103-118,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.571989,126.990991,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 돈화문로9가길 5-6,서울특별시 종로구 돈의동 103-86,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.572009,126.9905533,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 수표로28길 45,서울특별시 종로구 익선동 160-3,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.573266,126.990771,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로30길 9,서울특별시 종로구 예지동 46,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5700749,126.9970459,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 수표로 89,서울특별시 종로구 관수동 157-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5692068,126.9894584,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동3길 29,서울특별시 종로구 부암동 95-10,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5972455,126.9674441,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 백석동3길 20,서울특별시 종로구 부암동 95-53,생활방범,2,200,카메라 전면(고정),30,2013-12,02-2148-4301,37.596929,126.966812,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 수표로 130,서울특별시 종로구 낙원동 100-1,생활방범,1,130,360도전방면,30,2012-02,02-2148-4301,37.5727066,126.988635,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인사동길 20-22,서울특별시 종로구 인사동 34-15,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.572623,126.987428,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로3길 55,서울특별시 종로구 명륜2가 64-1,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.586056,126.997553,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.583002,126.962010,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.578101,127.017751,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5774818,127.018381,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,200,360도전방면,30,2012-08,02-2148-4301,37.575513,127.0182146,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로35길,서울특별시 종로구 청운동 7-6 (인왕산청운공원),생활방범,1,130,360도전방면,30,2012-08,02-2148-4301,37.591294,126.966323,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로35길,서울특별시 종로구 청운동 7-6 (인왕산청운공원),생활방범,1,130,360도전방면,30,2012-08,02-2148-4301,37.589449,126.965310,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산6-17 (북악산 팔각정),생활방범,1,130,360도전방면,30,2012-08,02-2148-4301,37.601845,126.981154,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인왕산로 15,서울특별시 종로구 누상동 산1-38 (인왕산공원 인왕배드민턴장),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.578896,126.9660054,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인6길 26-17,서울특별시 종로구 누상동 산1-3 (인왕산공원 누상지구 체육시설),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.579652,126.964202,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창의문로 119 (인왕산도시자연공원 윤동주문학관 위),서울특별시 종로구 청운동 3-148 (인왕산공원 윤동주문학관 앞),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.592123,126.967374,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 옥인길,서울특별시 종로구 옥인동 185-3 (수성동계곡),생활방범,1,41,360도전방면,30,2012-02,02-2148-4301,37.582416,126.962273,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인왕산로1길,서울특별시 종로구 사직동 산1-10 (사직공원 전망대),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.575322,126.963582,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 사직로9길 15-32 (사직공원 경로당 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.576618,126.9639534,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 새문안로 55 (경희궁공원 쉼터),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.570144,126.9705312,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로 283 (동대문성곽공원 사모정 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.572536,127.008603,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로 283 (동대문성곽공원 놀이터 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.573057,127.0088652,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 동망산길 150 (숭인공원 동망정 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.575664,127.018135,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길,서울특별시 종로구 송월동 2-1 (월암공원 공원후문 주변),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5718062,126.9655525,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 송월1길,서울특별시 종로구 송월동 2-1 (월암공원 공원후문 주변),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5710507,126.9659327,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 율곡로4길 48,서울특별시 종로구 수송동 80-7 (수송공원 중앙광장),생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5738500,126.981121,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 대학로3길 17,서울특별시 종로구 연지동 136-92 (연지1상상어린이공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5741600,127.000968,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 창신길 210-11 (낙산상상어린이공원),,생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5795077,127.0101690,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 돈화문로2길 16,서울특별시 종로구 장사동 212,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5691801,126.993292,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로9길 48,서울특별시 종로구 명륜1가 65-1,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.586768,126.9976549,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로9길 28,서울특별시 종로구 명륜1가 23,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.587558,126.998255,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로 140-1,서울특별시 종로구 종로3가 148,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5702973,126.9931769,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로 160-1,서울특별시 종로구 종로4가 56,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.570396,126.9953935,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 우정국로 29,서울특별시 종로구 공평동 120-2,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.571916,126.9828707,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로12길 10,서울특별시 종로구 관철동 18-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5697613,126.9856882,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 우정국로 2,서울특별시 종로구 관철동 288,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.569073,126.982968,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 청계천로 73,서울특별시 종로구 관철동 11-14,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5685594,126.9857999,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로9길 6,서울특별시 종로구 명륜1가 33-6,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.5878423,126.999316,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 청계천로 1,서울특별시 종로구 서린동 159-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5695069,126.9773639,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로11길 5,서울특별시 종로구 가회동 60,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5814443,126.9846659,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 삼일대로30길 14,서울특별시 종로구 낙원동 58-9,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5740062,126.9886005,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 돈화문로6나길 13,서울특별시 종로구 봉익동 149,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.571453,126.993304,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 무교로 37,서울특별시 종로구 서린동 146,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.569365,126.979191,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 청계천로 1,서울특별시 종로구 서린동 159-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5692685,126.9775683,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 세종대로 152,서울특별시 종로구 세종로 139-8,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5698106,126.977367,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로 1,서울특별시 종로구 세종로 119,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.570703,126.977446,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 성균관로 54-13,서울특별시 종로구 명륜1가 16-48,생활방범,1,41,360도전방면,30,2005-12,02-2148-4301,37.587386,126.9970464,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 종로28길 11,서울특별시 종로구 예지동 96,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.569905,126.995457,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인사동길 11-1,서울특별시 종로구 인사동 147,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.571879,126.986877,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인사동길 24,서울특별시 종로구 인사동 15,생활방범,2,200,360도전방면,30,2011-04,02-2148-4301,37.5728915,126.986323,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인사동길 24,서울특별시 종로구 인사동 15,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5728915,126.986323,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 인왕산로,서울특별시 종로구 옥인동 산3-1 (인왕산도시자연공원 인왕산전망대 입구),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.584089,126.963892,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 자하문로35길,서울특별시 종로구 청운동 7-3 (인왕산도시자연공원 청운공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.590934,126.966281,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 놀이터),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.588569,126.984083,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 물의 숲),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.588912,126.984874,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 숲 체험장),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.589455,126.985669,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 혜화로9길 24-9 (명륜상상어린이공원),,생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.588157,126.998249,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 367,서울특별시 종로구 평창동 470 (참샘골어린이공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.6148500,126.974435,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 220,서울특별시 종로구 평창동 495-4 (감나무골어린이공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.612638,126.970360,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 평창길 6,서울특별시 종로구 평창동 327-7 (새마을어린이공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.605677,126.965062,2018-02-09
"서울특별시 종로구청",서울특별시 종로구 성균관로25 (성대정문 쉼터 내),,생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.584814,126.997106,2018-02-09
